model1,model2,metric,component,layer0,layer1,layer2,layer3,layer4,layer5,layer6
s2-eng,mul-eng,l2,I,,3.5277882611216995,4.747995986207824,2.474612404395493,7.516752367315622,72.71085798682779,43.15293897674116
sla-eng,ine-eng,l2,I,,3.6534047743167553,1.5647967034899475,7.707937632692938,8.719134440686584,38.061891772639946,37.3994887823738
sla-eng,mul-eng,l2,I,,8.169248492382625,2.532715962314436,6.710757611702898,8.348202279722473,38.28154206492639,49.638787126509975
ine-eng,mul-eng,l2,I,,5.386821801337858,2.105633955109178,2.0011721908687488,10.997062375790717,65.00081018543311,18.223653018526843
s0-eng,s1-eng,l2,S,38.167377595802535,3.1618300331905997,1.5589627521908818,2.08484671240466,10.63461373891192,93.82524273569427,16.456026792340822
s0-eng,s2-eng,l2,S,40.34628082031788,2.1790637980092984,2.4594889715962687,4.352561166960526,5.586485137371303,406.75274713444685,40.25500995229024
s0-eng,sla-eng,l2,S,50.794991802352556,9.427226748942163,5.41483605465154,20.65081678384494,24.553522506607834,185.59451388099058,48.19221837282252
s0-eng,ine-eng,l2,S,62.85191525564152,4.21071942914322,6.44131616977904,6.543610330057429,11.892986189596888,285.77956612321435,16.196872469249232
s0-eng,mul-eng,l2,S,113.31572990018536,3.1677093638843115,15.881277980310195,13.90572700337424,64.49371986366619,156.49491878043975,24.375706685517763
s1-eng,s2-eng,l2,S,78.74553376998135,1.8767261469145349,2.2367757093058294,4.255521939866763,7.0127138687180395,231.42538481304982,42.38226168094185
s1-eng,sla-eng,l2,S,63.80311148488915,6.198779814939796,5.465773101233826,21.00004624907172,13.444352091038722,170.6340773977333,45.69501301414158
s1-eng,ine-eng,l2,S,70.18877925115976,2.667088503017096,6.479684663261268,6.34967965090544,9.734152229782751,219.25193822855096,12.220899331655461
s1-eng,mul-eng,l2,S,127.6203375597935,1.7926820229689937,15.952329001927845,14.53989516197487,51.9441640135096,166.69072830549374,25.703966303359337
s2-eng,sla-eng,l2,S,57.7333940484036,7.156354644894145,3.412026699972531,14.368368618581789,25.464479050182625,167.00623912687936,69.28422044110471
s2-eng,ine-eng,l2,S,66.49222242098834,2.9705941906278555,5.188193325769667,3.106396737540126,9.817905819427637,143.25762103308205,43.52455604923504
s2-eng,mul-eng,l2,S,95.05555859264952,2.274600067096572,12.526621821904133,8.774277486340932,67.11251784166163,276.7625098090221,53.87799405992892
sla-eng,ine-eng,l2,S,44.52487974921521,3.790648988579041,3.341916247267421,12.939582939268185,22.590543561211295,86.42479953480562,46.30415435928558
sla-eng,mul-eng,l2,S,81.8202478614152,6.565044717807818,6.460144030215957,6.534095555145875,36.42447015161623,103.4412779664799,58.44481351904719
ine-eng,mul-eng,l2,S,77.72076595925309,2.779798487188257,7.285634803733741,6.84759368482994,64.46079973673908,156.36934503194524,21.518667927501145
s0-eng,s1-eng,l2,T,38.167377595802535,2.7769901224183355,2.24552285211744,3.686480553138697,8.477523798433282,341.3227512178294,39.677546946346794
s0-eng,s2-eng,l2,T,40.34628082031788,4.072580204550828,6.160532456452661,8.959824388414404,16.85963413243158,67.77830678439541,79.12261609988978
s0-eng,sla-eng,l2,T,50.794991802352556,6.157697569077938,6.217505361275366,18.34380022857758,38.31367318725757,136.12368754511294,69.9701789242001
s0-eng,ine-eng,l2,T,62.85191525564152,3.3898865483923957,3.0060354968543286,40.85688834848473,21.21786822831208,220.9297896896607,52.78863320459422
s0-eng,mul-eng,l2,T,113.31572990018536,5.6484408184720385,5.5798637934336925,52.885368058723934,475.7029301566314,114.3167956502075,59.872043658193256
s1-eng,s2-eng,l2,T,78.74553376998135,2.499366116863987,4.78358888440354,5.970471828334378,11.2376396968754,291.4524258818232,77.0372592736909
s1-eng,sla-eng,l2,T,63.80311148488915,3.9864399815625045,4.587716216351448,15.830711304525714,41.94351566719063,474.9124087120045,59.41596461243548
s1-eng,ine-eng,l2,T,70.18877925115976,1.7067610071933164,2.18816726215803,34.61767733458762,18.65509864320237,209.60683567588458,31.071120941043738
s1-eng,mul-eng,l2,T,127.6203375597935,3.2748756034501256,3.9674296824302053,46.57737743412793,486.4812932998691,325.1333466485916,50.91714880327521
s2-eng,sla-eng,l2,T,57.7333940484036,3.0952267128143793,3.531028695673149,10.877146919389135,59.08364826242051,130.52876105033698,56.35319627910697
s2-eng,ine-eng,l2,T,66.49222242098834,2.602827060584329,4.069010597978405,23.9657310161303,12.134002684278647,125.05316580445535,64.48114741740832
s2-eng,mul-eng,l2,T,95.05555859264952,2.8423116182057138,2.692958329402235,35.5888253484811,483.28100206411267,132.8538607769663,57.94625674530369
sla-eng,ine-eng,l2,T,44.52487974921521,3.224515528330846,3.53216185429732,20.35443516864332,64.9043739644711,290.65216895754685,40.84127515310225
sla-eng,mul-eng,l2,T,81.8202478614152,1.8294925235583896,2.8716760397530408,33.30771359815812,382.2415774255884,161.5444927633993,44.41698104656343
ine-eng,mul-eng,l2,T,77.72076595925309,2.6539519295587666,3.0848366535930793,10.554231640345394,496.2167291359193,240.57321365447666,33.24776315118307
s0-eng,s1-eng,l2,F,38.167377595802535,2.3269078794706104,16.011097784311023,14.244335847331076,121.40083306843776,70.51728010290316,27.804211186235026
s0-eng,s2-eng,l2,F,40.34628082031788,2.465196673017259,6.918159082378401,20.389689730735835,30.504432547561056,136.34731546888588,46.51039560871923
s0-eng,sla-eng,l2,F,50.794991802352556,4.291353694780963,12.745883514689599,123.6631132464905,173.95907924871844,45.675219535877126,42.62060995231796
s0-eng,ine-eng,l2,F,62.85191525564152,4.063526684185366,50.49724907576184,163.8453797763886,212.39608178716833,89.70096652455892,22.500617137297738
s0-eng,mul-eng,l2,F,113.31572990018536,5.188283864333696,260.7007409231355,439.0055602503116,271.769545437519,44.826574654164205,28.720528567906648
s1-eng,s2-eng,l2,F,78.74553376998135,2.415877284291781,17.300817935746544,21.407724930654584,124.72919285796256,86.12365736948996,49.43010096169121
s1-eng,sla-eng,l2,F,63.80311148488915,4.763372093722303,21.91454896663273,123.0171374919841,24.63727895327995,70.21870129992674,46.92502743872825
s1-eng,ine-eng,l2,F,70.18877925115976,3.6532869107798267,75.44120008901454,176.23445842628482,59.76682446214057,40.46824213735704,23.91602353019156
s1-eng,mul-eng,l2,F,127.6203375597935,4.733181597956536,269.9722621922335,456.430089143932,60.64867368554441,61.80166938976602,23.779631305971794
s2-eng,sla-eng,l2,F,57.7333940484036,4.114360905547079,10.746302215378101,140.65630413563068,166.2239842942061,75.08593724631083,49.86415994471402
s2-eng,ine-eng,l2,F,66.49222242098834,3.6238936546074263,52.82315943885714,179.22350578904022,206.9071695385413,54.64664362493682,34.9282505909505
s2-eng,mul-eng,l2,F,95.05555859264952,4.804428113273039,258.2369515773626,455.269083828999,263.3456652005709,85.26784470775264,43.863641934019846
sla-eng,ine-eng,l2,F,44.52487974921521,5.498140042299205,42.12756853353347,42.9592437856096,50.2264827176248,42.664184537011515,35.534464858448345
sla-eng,mul-eng,l2,F,81.8202478614152,6.182721606103524,225.7615394202988,185.096347473834,50.76684504043452,30.642895287493516,41.93895385761906
ine-eng,mul-eng,l2,F,77.72076595925309,5.654544981507812,165.35443560352067,152.61552372678264,47.430961075586744,51.564270600898006,17.93775528508901
s0-eng,s1-eng,l2,C,38.167377595802535,2.128087753562763,1.248319326726357,2.223105392916995,19.28820144406503,93.16437084918381,15.75358665688658
s0-eng,s2-eng,l2,C,40.34628082031788,2.175571206432894,1.6235799139212803,3.6851077647834813,32.41214566403719,117.70836899743097,19.48210701305355
s0-eng,sla-eng,l2,C,50.794991802352556,6.962838253358798,2.426018110251142,6.2115463144887295,15.180197298682348,302.5981775164043,33.35719770585291
s0-eng,ine-eng,l2,C,62.85191525564152,1.573477681893164,4.55582438104768,7.02994751603244,21.007730610488963,218.99246269652207,17.307542098608344
s0-eng,mul-eng,l2,C,113.31572990018536,2.2645890021433823,11.148603335836086,4.684178314184999,193.2628604230509,265.13443197979444,17.236976592982884
s1-eng,s2-eng,l2,C,78.74553376998135,1.5044683973365338,1.8289105010170426,3.288456941041189,15.869901894788953,88.23607693307646,26.07876976509258
s1-eng,sla-eng,l2,C,63.80311148488915,4.488161785519929,2.8790885582967864,7.308817833231812,14.171793479712733,217.0650392723307,47.38705287380338
s1-eng,ine-eng,l2,C,70.18877925115976,2.0918270168152935,3.5433532698530943,6.310853394650108,17.403770387542636,191.8159871200152,21.193291236865505
s1-eng,mul-eng,l2,C,127.6203375597935,3.2235538748587826,9.069950487537257,6.174899022000856,216.34036139029197,225.1536416139239,28.381418148978092
s2-eng,sla-eng,l2,C,57.7333940484036,4.343141246773129,2.475094460739324,6.358529187611261,29.89439897664144,201.01548027489892,32.847617920000886
s2-eng,ine-eng,l2,C,66.49222242098834,1.8809020076184566,4.897428919503918,9.38937836667226,33.45911892491837,303.5258300315241,22.376959823013298
s2-eng,mul-eng,l2,C,95.05555859264952,3.608390601428252,11.647841012941662,7.282950308942858,226.05445945340864,271.0853680332916,28.681128124674213
sla-eng,ine-eng,l2,C,44.52487974921521,5.994982434035679,4.541464291748869,14.532615792349008,12.413722673683633,442.46403050426017,24.280617570620706
sla-eng,mul-eng,l2,C,81.8202478614152,10.033861097602163,11.313222045014209,5.824225440824838,214.29745663963487,151.25438552740312,17.9360101450256
ine-eng,mul-eng,l2,C,77.72076595925309,2.3835921427291433,3.8434239351472383,8.517663059112245,181.88727559510502,315.82258805203367,19.61945700429471
s0-eng,s1-eng,norm_ratio,I,,24.43035877218652,27.169021209535995,33.24116939900698,53.8376587195404,63.46541266117133,157.55764792852077
s0-eng,s2-eng,norm_ratio,I,,41.87745938882844,29.245029391319697,46.36951475467713,55.45305966162578,105.5118889531665,37.10552962098667
s0-eng,sla-eng,norm_ratio,I,,61.130278254913655,79.63375836079781,99.88580582774405,78.60268802597544,102.84782356389044,257.55489826756843
s0-eng,ine-eng,norm_ratio,I,,74.00719991215225,107.36817205013351,137.9499838146954,184.6635807390174,289.70816189812,201.28031180840946
s0-eng,mul-eng,norm_ratio,I,,53.9176771417612,104.03633538250972,109.18828798153031,164.88233987557783,350.77332663939893,497.4875991632735
s1-eng,s2-eng,norm_ratio,I,,55.39362005364028,38.938713651409536,64.52431178635483,26.65770388156446,55.24142101738855,137.67792287900846
s1-eng,sla-eng,norm_ratio,I,,55.16713377393745,67.4032450852845,78.34337612024704,47.0571777493113,41.165562802016005,140.6759943117088
s1-eng,ine-eng,norm_ratio,I,,65.91480907194155,95.24908435942811,135.88296646103984,126.76174158224204,143.35967950976837,120.22210120089709
s1-eng,mul-eng,norm_ratio,I,,29.02039953133545,84.04827697125702,93.55653927785959,128.36411907816185,215.03877864901997,437.9688538831978
s2-eng,sla-eng,norm_ratio,I,,64.8736351638398,58.249123680127965,66.50822174797847,41.59965901948349,75.1185268822596,214.49992058063705
s2-eng,ine-eng,norm_ratio,I,,79.57500608913269,93.7732624037627,115.17755336317494,135.67813672871088,225.37609333228096,184.13455239007467
s2-eng,mul-eng,norm_ratio,I,,50.97714472234459,98.43022290646685,89.77087654633748,132.981653006435,321.06214817734246,496.9406025752182
sla-eng,ine-eng,norm_ratio,I,,20.08482589574427,23.14212404908353,37.59547452549184,72.99318518057642,109.09187481246992,120.01937208997187
sla-eng,mul-eng,norm_ratio,I,,35.072811901360176,24.42650102342062,33.6982772446601,81.41790994835293,168.43657617048413,272.50048269194815
ine-eng,mul-eng,norm_ratio,I,,37.05832456812767,14.65230915531226,46.613174265094834,38.21614532900779,76.56576031697067,304.7318778451557
s0-eng,s1-eng,norm_ratio,S,,11.144655097291675,34.296773021568434,43.05727715919153,24.595200624426965,67.26598400263099,97.84598119557464
s0-eng,s2-eng,norm_ratio,S,,37.26939675359657,16.757735301179405,32.29955584751599,62.81896238138912,41.79649325080091,52.890983581071296
s0-eng,sla-eng,norm_ratio,S,,36.520763894795685,74.25946062550089,26.529839501965505,26.223497981255022,201.43796875438824,130.57750208801852
s0-eng,ine-eng,norm_ratio,S,,13.966370172556132,121.74203797095524,26.245092876348284,33.89098795585272,26.918239026870697,100.34204266451177
s0-eng,mul-eng,norm_ratio,S,,22.869972597938283,135.4748947471238,32.948636624816395,89.45491445451147,372.28761181253583,193.3716835160824
s1-eng,s2-eng,norm_ratio,S,,28.396655541056287,33.34662920930587,10.934021524533842,53.63663331932736,47.12612236676863,100.10796853351454
s1-eng,sla-eng,norm_ratio,S,,32.050464052602145,116.58460244315198,76.66053623155624,35.12379730659669,109.28020283823373,162.0683564416953
s1-eng,ine-eng,norm_ratio,S,,18.875817744289325,169.33522120255498,66.47168053077174,30.530804671378597,78.15904381095378,131.76963755983678
s1-eng,mul-eng,norm_ratio,S,,29.964110776456227,181.39301448923877,28.984442138680198,80.59440649948812,266.77158151453267,191.08335094119576
s2-eng,sla-eng,norm_ratio,S,,25.42449141092505,69.21292558980981,68.79005582850236,89.2222017716015,223.52868946695648,158.59567854747903
s2-eng,ine-eng,norm_ratio,S,,29.714665120458523,116.86817048479774,59.711988883970854,36.828669190795644,54.30367953298135,106.56797346197811
s2-eng,mul-eng,norm_ratio,S,,58.764637099308274,125.40957548599995,29.877273739340474,58.55659356740404,383.8045305063271,210.6873329500721
sla-eng,ine-eng,norm_ratio,S,,27.854801125419826,31.77242003314101,34.787227136943926,34.480625094996995,173.89719608291904,125.32347551564784
sla-eng,mul-eng,norm_ratio,S,,53.857188301999656,53.02067880369867,40.12339613582107,110.55756976371181,131.0857625042479,102.21521856318749
ine-eng,mul-eng,norm_ratio,S,,19.541737721619967,15.271757162191888,47.062456696771044,61.716527352882146,341.2107355439916,102.79920184714842
s0-eng,s1-eng,norm_ratio,T,,36.113806836691005,10.41011297818414,15.889675465472859,55.27534230431574,81.96091404067207,41.12635747504136
s0-eng,s2-eng,norm_ratio,T,,72.9742617235647,9.553741189563832,26.49482688479745,33.407994004150204,44.632667307311685,31.756350760678416
s0-eng,sla-eng,norm_ratio,T,,47.67597994030176,11.833717768402822,18.812687924913575,32.757042068992284,33.76317548115543,95.19135631197695
s0-eng,ine-eng,norm_ratio,T,,27.358524855185745,12.870509613356102,18.28057285138956,63.55761568192352,26.034923053320988,78.59094834342683
s0-eng,mul-eng,norm_ratio,T,,118.73736231073636,72.7737538046198,24.599446237277885,19.38049819839074,77.41120411761635,170.44818587852157
s1-eng,s2-eng,norm_ratio,T,,29.41295525464012,9.868952161013413,17.537093304698004,19.662307935949155,33.809315891198175,49.32955770531312
s1-eng,sla-eng,norm_ratio,T,,37.74840628794714,16.11830880827188,24.74336587765776,24.176712398614722,38.45153182008059,70.26355530500685
s1-eng,ine-eng,norm_ratio,T,,19.141944669009145,13.53291095413422,23.34973899347193,15.838486890763575,53.35719185895612,67.64696906079047
s1-eng,mul-eng,norm_ratio,T,,61.075451793458555,76.47589000833928,23.313975753690176,46.75475891691595,82.95354119326234,122.87216695101772
s2-eng,sla-eng,norm_ratio,T,,44.401691737177615,11.884390107910958,33.7710581581088,18.155378957508475,41.08366067955398,93.33823840594863
s2-eng,ine-eng,norm_ratio,T,,45.31310554705778,10.529576236640287,42.1170590130156,22.731474621420688,22.946849423912404,82.68087884210911
s2-eng,mul-eng,norm_ratio,T,,23.333951484144958,67.17742612857806,31.378665069604544,35.39722809336741,89.51850123665558,191.3572520781183
sla-eng,ine-eng,norm_ratio,T,,26.42761331265749,10.246157752842809,17.980737960273387,26.929244455316606,35.27013145653177,65.135902105196
sla-eng,mul-eng,norm_ratio,T,,61.82846644669468,48.91060546004999,41.271081761080865,32.98527768542618,67.07019729203748,75.17373879282707
ine-eng,mul-eng,norm_ratio,T,,80.01550108874989,66.13253360979564,32.92191321239959,53.37388956295064,80.15345476308033,93.8928068493884
s0-eng,s1-eng,norm_ratio,F,,26.508078230735016,17.144016776387225,23.567195903129345,46.50099725318845,167.25844167861925,151.19130801167609
s0-eng,s2-eng,norm_ratio,F,,56.97280675216775,13.542011407374705,31.73423682624583,49.52614437486755,48.64077916970856,103.35484000340493
s0-eng,sla-eng,norm_ratio,F,,151.0726796026752,20.229819278225257,14.970730041646663,40.217853644117525,57.17327663567691,314.4937689158092
s0-eng,ine-eng,norm_ratio,F,,161.79759908909745,29.310259521006632,42.168383059405755,195.8195146082764,417.0274001806104,184.60402943538782
